BIAF01,BIAF02,BIAF03,BIAF04,BIAF05,BIAF06,BIAF07,BIAF08,BIAF09,BIAF10_01,BIAF10_02,BIAF10_03,BIAF10_04,NIVEL_ACTIVIDAD_FISICA
8,,8,,5,600.0,600,,2.0,1.0,2.0,1.0,2.0,2.0
8,,8,,8,,180,1.0,,,,,,3.0
8,,8,,5,120.0,240,,2.0,2.0,2.0,1.0,2.0,3.0
8,,2,240.0,7,480.0,9999,,2.0,1.0,2.0,1.0,1.0,2.0
8,,8,,8,,420,1.0,,,,,,3.0
8,,1,60.0,2,40.0,120,,2.0,2.0,2.0,1.0,1.0,3.0
8,,8,,7,840.0,240,,2.0,2.0,2.0,2.0,1.0,2.0
7,480.0,7,210.0,7,300.0,120,,2.0,1.0,1.0,1.0,1.0,1.0
2,60.0,8,,5,150.0,360,,2.0,2.0,2.0,1.0,1.0,2.0
8,,5,300.0,7,1260.0,240,,2.0,2.0,1.0,1.0,2.0,1.0
5,450.0,8,,7,420.0,360,,2.0,1.0,2.0,1.0,1.0,1.0
8,,8,,7,600.0,120,,2.0,1.0,1.0,1.0,2.0,2.0
8,,8,,2,45.0,600,,9.0,2.0,2.0,2.0,1.0,3.0
8,,8,,5,210.0,510,,2.0,2.0,1.0,1.0,2.0,2.0
8,,8,,8,,240,8.0,,,,,,3.0
8,,8,,2,120.0,60,,9.0,2.0,2.0,2.0,1.0,3.0
8,,6,180.0,8,,60,,2.0,2.0,1.0,1.0,2.0,2.0
8,,8,,3,180.0,360,,2.0,1.0,2.0,1.0,1.0,3.0
8,,8,,7,1260.0,240,,9.0,2.0,1.0,1.0,2.0,1.0
8,,8,,6,360.0,150,,2.0,2.0,1.0,1.0,2.0,2.0
8,,8,,7,1260.0,240,,1.0,2.0,2.0,1.0,1.0,1.0
8,,8,,5,150.0,240,,6.0,2.0,2.0,1.0,2.0,2.0
8,,8,,8,,180,8.0,,,,,,3.0
8,,8,,7,420.0,360,,3.0,2.0,2.0,1.0,2.0,2.0
8,,8,,7,600.0,120,,2.0,2.0,1.0,1.0,2.0,2.0
8,,8,,8,,240,5.0,,,,,,3.0
8,,1,60.0,2,120.0,120,,10.0,2.0,2.0,1.0,1.0,3.0
8,,8,,8,,120,10.0,,,,,,3.0
4,240.0,4,120.0,4,90.0,480,,2.0,2.0,1.0,2.0,1.0,1.0
8,,7,420.0,7,540.0,150,,2.0,1.0,1.0,1.0,1.0,1.0
8,,8,,8,,450,5.0,,,,,,3.0
8,,8,,8,,360,1.0,,,,,,3.0
8,,8,,8,,9999,8.0,,,,,,3.0
8,,8,,8,,120,1.0,,,,,,3.0
8,,8,,3,60.0,120,,2.0,1.0,2.0,1.0,1.0,3.0
8,,2,120.0,8,,300,,10.0,2.0,2.0,2.0,1.0,3.0
8,,2,120.0,7,420.0,300,,2.0,2.0,2.0,1.0,1.0,2.0
8,,8,,5,300.0,360,,2.0,1.0,2.0,1.0,1.0,2.0
8,,8,,5,120.0,90,,6.0,1.0,2.0,2.0,2.0,3.0
8,,8,,3,180.0,120,,1.0,2.0,2.0,2.0,1.0,3.0
3,150.0,8,,2,70.0,420,,10.0,2.0,2.0,2.0,1.0,2.0
7,420.0,8,,7,420.0,60,,2.0,1.0,2.0,1.0,2.0,1.0
8,,8,,7,420.0,120,,10.0,1.0,2.0,1.0,2.0,2.0
8,,8,,8,,240,1.0,,,,,,3.0
3,270.0,8,,7,1230.0,150,,1.0,1.0,1.0,1.0,1.0,1.0
8,,8,,3,360.0,240,,6.0,2.0,1.0,1.0,2.0,3.0
8,,8,,7,420.0,9999,,2.0,1.0,1.0,1.0,2.0,2.0
8,,1,60.0,8,,480,,9.0,1.0,1.0,2.0,2.0,3.0
8,,8,,8,,9999,1.0,,,,,,3.0
8,,8,,7,105.0,600,,6.0,2.0,2.0,1.0,2.0,3.0
8,,7,420.0,7,180.0,240,,2.0,2.0,2.0,1.0,2.0,2.0
8,,8,,8,,180,5.0,,,,,,3.0
1,60.0,8,,8,,60,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,7,240.0,240,,2.0,2.0,2.0,1.0,2.0,2.0
8,,8,,8,,360,8.0,,,,,,3.0
8,,8,,8,,300,5.0,,,,,,3.0
8,,8,,8,,420,8.0,,,,,,3.0
8,,8,,8,,300,5.0,,,,,,3.0
8,,8,,3,360.0,120,,2.0,1.0,1.0,1.0,1.0,3.0
8,,1,90.0,7,420.0,120,,2.0,2.0,1.0,1.0,1.0,2.0
8,,8,,3,220.0,120,,1.0,1.0,1.0,1.0,1.0,3.0
8,,8,,8,,300,1.0,,,,,,3.0
8,,8,,7,210.0,360,,6.0,2.0,2.0,1.0,2.0,2.0
8,,2,60.0,7,300.0,240,,10.0,1.0,1.0,1.0,1.0,2.0
8,,8,,8,,240,9.0,,,,,,3.0
3,720.0,8,,7,420.0,240,,6.0,1.0,1.0,1.0,1.0,1.0
8,,8,,4,40.0,120,,2.0,2.0,2.0,1.0,2.0,3.0
8,,8,,2,240.0,540,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,3,330.0,120,,1.0,2.0,2.0,2.0,1.0,3.0
3,180.0,2,120.0,5,300.0,180,,2.0,2.0,2.0,1.0,1.0,2.0
8,,2,120.0,2,120.0,360,,9.0,1.0,2.0,1.0,1.0,3.0
8,,3,45.0,5,150.0,600,,10.0,1.0,2.0,1.0,1.0,2.0
8,,8,,2,120.0,120,,8.0,1.0,2.0,1.0,2.0,3.0
8,,8,,8,,240,8.0,,,,,,3.0
8,,8,,2,240.0,120,,10.0,2.0,2.0,2.0,2.0,3.0
8,,5,2400.0,5,300.0,180,,2.0,2.0,1.0,1.0,2.0,1.0
8,,2,60.0,1,120.0,120,,6.0,1.0,2.0,1.0,2.0,3.0
8,,8,,8,,360,1.0,,,,,,3.0
8,,8,,8,,600,9.0,,,,,,3.0
8,,3,60.0,8,,480,,2.0,2.0,1.0,2.0,1.0,3.0
8,,8,,7,120.0,300,,2.0,1.0,2.0,1.0,2.0,3.0
8,,8,,7,120.0,120,,9.0,1.0,2.0,1.0,2.0,3.0
8,,8,,3,60.0,120,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,360,8.0,,,,,,3.0
7,3240.0,2,240.0,7,420.0,360,,2.0,2.0,1.0,1.0,1.0,1.0
5,600.0,8,,5,120.0,240,,2.0,2.0,2.0,1.0,1.0,1.0
8,,8,,8,,360,9.0,,,,,,3.0
8,,8,,8,,240,1.0,,,,,,3.0
2,480.0,8,,2,240.0,840,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,480,9.0,,,,,,3.0
8,,8,,7,70.0,60,,2.0,1.0,2.0,1.0,2.0,3.0
8,,3,9999.0,8,,9999,,2.0,2.0,1.0,1.0,2.0,
8,,8,,7,80.0,60,,2.0,2.0,2.0,2.0,2.0,3.0
8,,8,,8,,180,1.0,,,,,,3.0
5,300.0,8,,6,90.0,9999,,1.0,2.0,1.0,1.0,1.0,1.0
8,,8,,5,2100.0,240,,11.0,2.0,1.0,1.0,2.0,2.0
8,,8,,3,270.0,360,,2.0,2.0,1.0,2.0,2.0,3.0
8,,8,,8,,720,1.0,,,,,,3.0
2,150.0,8,,2,60.0,9999,,2.0,1.0,2.0,2.0,1.0,3.0
8,,3,180.0,7,210.0,120,,1.0,1.0,2.0,1.0,1.0,2.0
8,,8,,8,,180,5.0,,,,,,3.0
8,,8,,7,300.0,240,,1.0,2.0,2.0,1.0,1.0,2.0
8,,5,600.0,5,900.0,240,,2.0,1.0,1.0,1.0,2.0,1.0
8,,8,,8,,120,5.0,,,,,,3.0
8,,8,,5,60.0,120,,2.0,2.0,2.0,1.0,2.0,3.0
8,,8,,7,465.0,300,,6.0,1.0,2.0,1.0,2.0,2.0
8,,8,,4,270.0,210,,2.0,1.0,1.0,1.0,1.0,3.0
8,,8,,5,600.0,240,,10.0,1.0,1.0,1.0,2.0,2.0
8,,8,,3,180.0,240,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,6,360.0,480,,10.0,1.0,2.0,1.0,2.0,2.0
8,,7,105.0,8,,60,,6.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,300,1.0,,,,,,3.0
8,,8,,5,100.0,240,,2.0,2.0,2.0,1.0,1.0,3.0
8,,8,,2,360.0,300,,10.0,1.0,2.0,1.0,1.0,3.0
8,,8,,6,360.0,180,,2.0,2.0,2.0,2.0,1.0,2.0
8,,8,,3,420.0,360,,6.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,120,1.0,,,,,,3.0
8,,8,,7,300.0,9999,,10.0,2.0,2.0,2.0,1.0,2.0
5,410.0,8,,7,300.0,300,,2.0,2.0,2.0,1.0,1.0,1.0
8,,8,,8,,600,5.0,,,,,,3.0
2,480.0,3,360.0,5,300.0,600,,2.0,2.0,2.0,1.0,1.0,1.0
8,,8,,3,180.0,300,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,480,5.0,,,,,,3.0
8,,8,,4,120.0,180,,6.0,1.0,1.0,1.0,1.0,3.0
8,,8,,8,,480,8.0,,,,,,3.0
8,,8,,1,360.0,840,,2.0,2.0,2.0,2.0,1.0,3.0
8,,5,720.0,8,,240,,2.0,2.0,1.0,2.0,2.0,2.0
8,,5,1350.0,5,110.0,180,,2.0,2.0,1.0,1.0,2.0,1.0
8,,5,2400.0,8,,120,,9.0,2.0,1.0,2.0,2.0,2.0
4,480.0,8,,2,60.0,420,,2.0,2.0,1.0,1.0,2.0,1.0
8,,8,,8,,9999,5.0,,,,,,3.0
8,,8,,8,,180,9.0,,,,,,3.0
8,,8,,8,,360,8.0,,,,,,3.0
2,90.0,3,85.0,8,,360,,2.0,2.0,1.0,1.0,1.0,2.0
8,,8,,8,,360,5.0,,,,,,3.0
8,,8,,4,120.0,300,,6.0,1.0,2.0,1.0,2.0,3.0
7,360.0,8,,7,420.0,120,,1.0,2.0,1.0,1.0,1.0,1.0
8,,3,360.0,7,420.0,60,,2.0,1.0,1.0,2.0,2.0,2.0
8,,8,,8,,240,9.0,,,,,,3.0
8,,8,,7,210.0,240,,6.0,1.0,2.0,1.0,2.0,2.0
8,,8,,5,150.0,180,,6.0,1.0,2.0,2.0,1.0,2.0
3,360.0,8,,8,,300,,2.0,1.0,2.0,1.0,2.0,1.0
8,,8,,7,210.0,180,,2.0,1.0,1.0,1.0,2.0,2.0
8,,8,,8,,300,9.0,,,,,,3.0
8,,8,,8,,240,1.0,,,,,,3.0
8,,3,180.0,2,120.0,240,,1.0,2.0,1.0,2.0,1.0,2.0
8,,8,,7,80.0,80,,2.0,1.0,2.0,1.0,2.0,3.0
8,,7,210.0,8,,120,,2.0,1.0,2.0,1.0,2.0,2.0
8,,8,,5,300.0,240,,10.0,2.0,1.0,1.0,2.0,2.0
8,,8,,5,1500.0,720,,2.0,2.0,1.0,1.0,2.0,2.0
8,,5,1200.0,5,80.0,150,,9.0,2.0,1.0,1.0,2.0,1.0
8,,8,,8,,480,1.0,,,,,,3.0
8,,8,,8,,480,5.0,,,,,,3.0
8,,8,,3,270.0,120,,6.0,1.0,2.0,1.0,1.0,3.0
8,,8,,7,140.0,120,,6.0,1.0,2.0,1.0,2.0,3.0
8,,8,,8,,120,5.0,,,,,,3.0
8,,8,,8,,9999,8.0,,,,,,3.0
3,120.0,8,,1,180.0,60,,2.0,2.0,1.0,1.0,2.0,2.0
5,120.0,8,,8,,540,,6.0,2.0,2.0,2.0,1.0,2.0
7,840.0,8,,7,840.0,180,,1.0,2.0,2.0,2.0,1.0,1.0
8,,8,,2,180.0,600,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,600,1.0,,,,,,3.0
8,,8,,8,,300,1.0,,,,,,3.0
2,180.0,8,,3,60.0,360,,2.0,2.0,2.0,1.0,1.0,2.0
8,,8,,5,50.0,720,,6.0,2.0,2.0,2.0,1.0,3.0
8,,8,,2,240.0,180,,2.0,1.0,1.0,1.0,2.0,3.0
8,,8,,7,300.0,240,,2.0,2.0,1.0,2.0,2.0,2.0
8,,5,300.0,5,300.0,300,,2.0,1.0,2.0,1.0,1.0,2.0
8,,2,240.0,7,420.0,60,,8.0,1.0,2.0,2.0,2.0,2.0
8,,8,,7,420.0,9999,,2.0,1.0,1.0,1.0,2.0,2.0
8,,8,,7,840.0,1200,,3.0,1.0,2.0,1.0,1.0,2.0
8,,3,180.0,8,,240,,2.0,2.0,2.0,1.0,1.0,3.0
8,,8,,3,180.0,120,,3.0,1.0,1.0,2.0,2.0,3.0
8,,8,,7,420.0,120,,6.0,2.0,2.0,2.0,1.0,2.0
8,,8,,8,,240,9.0,,,,,,3.0
8,,8,,7,120.0,120,,6.0,1.0,2.0,1.0,2.0,3.0
8,,2,120.0,2,60.0,600,,10.0,1.0,2.0,1.0,2.0,3.0
8,,8,,7,420.0,240,,2.0,2.0,1.0,2.0,2.0,2.0
8,,8,,1,60.0,600,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,5,120.0,240,,2.0,2.0,1.0,2.0,2.0,3.0
8,,8,,1,60.0,300,,10.0,1.0,2.0,1.0,2.0,3.0
5,600.0,2,180.0,8,,120,,1.0,2.0,1.0,1.0,1.0,1.0
8,,8,,8,,540,1.0,,,,,,3.0
8,,6,360.0,7,210.0,180,,10.0,2.0,2.0,1.0,1.0,2.0
8,,8,,5,300.0,60,,1.0,2.0,2.0,2.0,1.0,2.0
8,,2,60.0,7,420.0,120,,2.0,1.0,1.0,1.0,1.0,2.0
8,,8,,8,,1440,1.0,,,,,,3.0
8,,8,,8,,360,1.0,,,,,,3.0
8,,8,,8,,600,5.0,,,,,,3.0
8,,8,,7,420.0,300,,10.0,1.0,2.0,2.0,2.0,2.0
8,,8,,7,180.0,180,,10.0,2.0,2.0,1.0,2.0,3.0
8,,8,,8,,120,2.0,,,,,,3.0
8,,8,,4,240.0,480,,6.0,2.0,1.0,1.0,1.0,3.0
8,,3,180.0,8,,180,,2.0,2.0,1.0,1.0,2.0,3.0
8,,8,,7,420.0,60,,10.0,1.0,2.0,2.0,1.0,2.0
5,540.0,8,,6,360.0,180,,2.0,2.0,1.0,1.0,1.0,1.0
5,300.0,5,300.0,6,180.0,120,,2.0,1.0,2.0,1.0,1.0,1.0
6,900.0,8,,7,600.0,300,,2.0,2.0,2.0,1.0,1.0,1.0
8,,8,,8,,540,9.0,,,,,,3.0
8,,8,,7,110.0,360,,2.0,1.0,2.0,1.0,2.0,3.0
2,240.0,8,,8,,120,,2.0,2.0,2.0,2.0,1.0,3.0
8,,5,300.0,8,,90,,2.0,2.0,2.0,2.0,1.0,2.0
8,,8,,8,,9999,5.0,,,,,,3.0
8,,8,,1,60.0,240,,2.0,2.0,2.0,1.0,2.0,3.0
8,,2,240.0,7,2100.0,120,,2.0,1.0,1.0,1.0,2.0,1.0
8,,4,240.0,7,120.0,180,,2.0,2.0,2.0,2.0,1.0,2.0
8,,3,900.0,3,60.0,240,,2.0,1.0,2.0,2.0,2.0,2.0
8,,8,,8,,180,5.0,,,,,,3.0
8,,8,,8,,120,1.0,,,,,,3.0
8,,8,,7,840.0,720,,2.0,1.0,2.0,1.0,2.0,2.0
1,60.0,2,120.0,3,180.0,720,,2.0,1.0,2.0,2.0,1.0,2.0
8,,8,,1,60.0,300,,2.0,2.0,1.0,1.0,1.0,3.0
8,,8,,8,,600,1.0,,,,,,3.0
8,,8,,5,120.0,600,,2.0,1.0,1.0,1.0,2.0,3.0
7,1680.0,7,210.0,8,,120,,1.0,2.0,2.0,2.0,1.0,1.0
8,,3,240.0,3,30.0,180,,9.0,1.0,1.0,1.0,1.0,2.0
8,,3,360.0,8,,240,,9.0,2.0,2.0,2.0,1.0,3.0
8,,8,,7,300.0,420,,10.0,1.0,1.0,1.0,2.0,2.0
1,120.0,8,,8,,780,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,7,75.0,480,,10.0,1.0,2.0,2.0,2.0,3.0
8,,8,,6,90.0,240,,2.0,1.0,1.0,2.0,2.0,3.0
8,,8,,8,,480,9.0,,,,,,3.0
8,,3,60.0,3,60.0,240,,1.0,2.0,2.0,2.0,1.0,3.0
8,,8,,1,30.0,360,,6.0,1.0,2.0,1.0,2.0,3.0
8,,8,,8,,120,1.0,,,,,,3.0
8,,8,,4,960.0,120,,1.0,1.0,1.0,1.0,1.0,3.0
6,1080.0,8,,8,,120,,1.0,2.0,2.0,2.0,1.0,1.0
8,,8,,8,,480,5.0,,,,,,3.0
8,,8,,8,,540,5.0,,,,,,3.0
8,,8,,3,180.0,9999,,1.0,2.0,2.0,2.0,1.0,3.0
1,120.0,1,120.0,2,180.0,240,,2.0,2.0,2.0,1.0,1.0,3.0
8,,8,,8,,360,5.0,,,,,,3.0
8,,5,2700.0,8,,120,,2.0,2.0,1.0,1.0,2.0,2.0
2,120.0,8,,7,840.0,60,,2.0,1.0,2.0,1.0,2.0,1.0
8,,8,,8,,300,5.0,,,,,,3.0
8,,8,,5,90.0,120,,9.0,2.0,2.0,1.0,2.0,3.0
8,,8,,7,420.0,60,,2.0,1.0,1.0,1.0,2.0,2.0
2,240.0,8,,7,1680.0,240,,2.0,2.0,1.0,2.0,2.0,1.0
8,,8,,8,,180,8.0,,,,,,3.0
8,,8,,8,,480,5.0,,,,,,3.0
3,180.0,8,,8,,120,,1.0,2.0,1.0,2.0,1.0,2.0
8,,8,,1,20.0,120,,2.0,2.0,2.0,1.0,2.0,3.0
8,,8,,7,70.0,30,,3.0,1.0,2.0,1.0,2.0,3.0
8,,7,420.0,6,1440.0,360,,2.0,1.0,1.0,2.0,1.0,1.0
8,,7,210.0,7,210.0,30,,2.0,1.0,2.0,2.0,1.0,2.0
8,,8,,1,120.0,360,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,270,8.0,,,,,,3.0
8,,8,,2,30.0,180,,1.0,1.0,1.0,1.0,1.0,3.0
8,,8,,5,300.0,360,,9.0,2.0,1.0,1.0,2.0,2.0
2,240.0,8,,7,240.0,180,,2.0,1.0,1.0,1.0,1.0,2.0
8,,4,120.0,4,120.0,240,,6.0,1.0,2.0,1.0,2.0,2.0
2,240.0,7,9999.0,7,420.0,9999,,2.0,2.0,1.0,1.0,2.0,
8,,8,,5,600.0,150,,3.0,2.0,2.0,1.0,1.0,2.0
2,180.0,2,180.0,7,70.0,60,,1.0,1.0,1.0,1.0,1.0,2.0
8,,8,,5,120.0,480,,10.0,2.0,2.0,1.0,2.0,3.0
8,,8,,8,,300,9.0,,,,,,3.0
8,,8,,7,840.0,120,,9.0,1.0,1.0,1.0,2.0,2.0
8,,3,180.0,5,150.0,360,,2.0,2.0,2.0,1.0,1.0,2.0
8,,2,60.0,8,,360,,10.0,2.0,2.0,2.0,1.0,3.0
2,180.0,8,,2,180.0,120,,2.0,2.0,2.0,2.0,1.0,3.0
5,600.0,7,840.0,7,420.0,60,,3.0,1.0,1.0,1.0,2.0,1.0
8,,3,60.0,7,420.0,240,,3.0,1.0,1.0,1.0,1.0,2.0
8,,8,,8,,600,5.0,,,,,,3.0
8,,3,90.0,4,120.0,180,,2.0,2.0,1.0,1.0,2.0,2.0
8,,5,2400.0,8,,120,,6.0,2.0,1.0,1.0,2.0,2.0
8,,8,,7,210.0,180,,6.0,2.0,2.0,1.0,1.0,2.0
3,180.0,3,180.0,4,60.0,180,,2.0,1.0,1.0,1.0,1.0,2.0
8,,8,,5,1200.0,240,,2.0,1.0,1.0,1.0,1.0,2.0
2,180.0,2,120.0,7,840.0,480,,10.0,2.0,1.0,1.0,1.0,1.0
3,360.0,5,480.0,1,60.0,180,,2.0,2.0,1.0,1.0,1.0,1.0
1,120.0,1,120.0,2,45.0,180,,2.0,2.0,1.0,1.0,1.0,3.0
8,,8,,7,420.0,480,,2.0,2.0,2.0,1.0,1.0,2.0
8,,1,90.0,8,,240,,2.0,2.0,2.0,2.0,1.0,3.0
8,,4,240.0,8,,180,,3.0,2.0,2.0,2.0,1.0,3.0
1,60.0,8,,1,60.0,240,,1.0,2.0,2.0,2.0,1.0,3.0
7,210.0,7,120.0,8,,360,,9.0,2.0,2.0,2.0,1.0,1.0
8,,8,,8,,30,1.0,,,,,,3.0
8,,8,,3,90.0,360,,2.0,2.0,2.0,1.0,2.0,3.0
8,,8,,4,240.0,120,,2.0,2.0,2.0,1.0,2.0,3.0
8,,8,,4,240.0,420,,2.0,1.0,1.0,1.0,1.0,3.0
8,,3,270.0,3,270.0,60,,1.0,2.0,2.0,1.0,1.0,2.0
1,30.0,8,,5,150.0,420,,2.0,2.0,2.0,1.0,1.0,2.0
8,,8,,8,,180,1.0,,,,,,3.0
4,960.0,8,,3,120.0,20,,1.0,2.0,1.0,1.0,1.0,1.0
8,,8,,7,420.0,120,,3.0,2.0,2.0,1.0,2.0,2.0
8,,8,,8,,240,1.0,,,,,,3.0
8,,8,,8,,9999,1.0,,,,,,3.0
2,180.0,1,540.0,3,180.0,480,,2.0,2.0,1.0,1.0,1.0,2.0
8,,3,45.0,5,300.0,480,,2.0,2.0,2.0,1.0,1.0,2.0
8,,8,,5,2100.0,9999,,2.0,2.0,1.0,1.0,2.0,2.0
8,,8,,2,120.0,360,,2.0,2.0,1.0,1.0,2.0,3.0
8,,8,,8,,180,1.0,,,,,,3.0
2,120.0,8,,8,,360,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,7,840.0,600,,2.0,2.0,1.0,1.0,2.0,2.0
2,120.0,2,120.0,7,300.0,240,,2.0,2.0,2.0,2.0,1.0,2.0
8,,8,,6,180.0,300,,2.0,1.0,1.0,1.0,2.0,2.0
5,2400.0,8,,8,,300,,2.0,2.0,1.0,2.0,2.0,1.0
8,,5,450.0,3,450.0,180,,1.0,2.0,1.0,2.0,1.0,1.0
8,,1,60.0,7,420.0,240,,9.0,2.0,2.0,1.0,2.0,2.0
8,,8,,3,180.0,180,,6.0,2.0,2.0,2.0,1.0,3.0
5,900.0,5,90.0,7,90.0,360,,1.0,1.0,2.0,1.0,1.0,1.0
5,100.0,8,,7,210.0,600,,1.0,2.0,2.0,1.0,1.0,2.0
7,420.0,8,,8,,180,,1.0,1.0,1.0,1.0,1.0,1.0
1,120.0,1,30.0,8,,180,,2.0,2.0,2.0,2.0,1.0,3.0
7,1680.0,8,,8,,120,,2.0,2.0,1.0,2.0,2.0,1.0
8,,8,,3,60.0,180,,10.0,2.0,2.0,1.0,2.0,3.0
8,,5,120.0,5,1800.0,180,,1.0,2.0,1.0,1.0,2.0,1.0
8,,1,60.0,6,1440.0,120,,1.0,2.0,1.0,2.0,1.0,1.0
8,,1,120.0,8,,180,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,7,4200.0,120,,2.0,1.0,1.0,2.0,2.0,1.0
3,270.0,6,120.0,7,190.0,240,,2.0,2.0,1.0,1.0,1.0,1.0
2,120.0,8,,6,360.0,120,,2.0,1.0,1.0,2.0,1.0,2.0
3,270.0,1,60.0,7,600.0,240,,1.0,2.0,1.0,1.0,1.0,1.0
8,,8,,4,150.0,270,,2.0,2.0,2.0,1.0,2.0,3.0
8,,5,1200.0,8,,180,,1.0,2.0,2.0,1.0,2.0,2.0
2,180.0,8,,8,,300,,2.0,1.0,1.0,1.0,2.0,3.0
8,,8,,7,420.0,300,,2.0,2.0,2.0,1.0,1.0,2.0
8,,2,120.0,4,180.0,120,,2.0,1.0,2.0,2.0,1.0,2.0
3,180.0,6,1440.0,1,60.0,60,,2.0,2.0,1.0,2.0,1.0,1.0
8,,8,,8,,300,9.0,,,,,,3.0
8,,8,,8,,240,1.0,,,,,,3.0
1,45.0,1,60.0,2,180.0,60,,2.0,1.0,1.0,1.0,2.0,3.0
4,360.0,8,,8,,180,,1.0,2.0,2.0,2.0,1.0,1.0
8,,8,,8,,240,8.0,,,,,,3.0
8,,8,,8,,180,9.0,,,,,,3.0
8,,3,160.0,3,180.0,120,,2.0,2.0,2.0,2.0,1.0,2.0
5,900.0,8,,8,,120,,1.0,2.0,2.0,2.0,1.0,1.0
8,,8,,8,,240,1.0,,,,,,3.0
4,240.0,7,420.0,4,120.0,240,,2.0,2.0,1.0,1.0,1.0,1.0
8,,8,,5,1500.0,120,,8.0,2.0,1.0,1.0,2.0,2.0
8,,8,,8,,180,6.0,,,,,,3.0
1,60.0,1,60.0,5,150.0,300,,4.0,2.0,1.0,1.0,1.0,2.0
1,60.0,7,420.0,3,60.0,240,,1.0,2.0,1.0,1.0,1.0,2.0
1,90.0,8,,4,180.0,360,,2.0,2.0,2.0,1.0,1.0,2.0
2,240.0,5,90.0,8,,480,,9.0,2.0,2.0,1.0,1.0,2.0
8,,3,360.0,8,,360,,1.0,2.0,2.0,2.0,1.0,3.0
2,120.0,7,100.0,1,30.0,30,,2.0,1.0,2.0,1.0,1.0,2.0
8,,8,,4,360.0,300,,2.0,2.0,1.0,2.0,2.0,3.0
2,240.0,8,,3,360.0,180,,1.0,2.0,2.0,2.0,1.0,2.0
8,,7,180.0,7,300.0,60,,1.0,1.0,2.0,1.0,2.0,2.0
8,,8,,8,,600,8.0,,,,,,3.0
8,,8,,8,,240,1.0,,,,,,3.0
8,,4,120.0,8,,300,,9.0,2.0,2.0,2.0,1.0,3.0
8,,8,,2,120.0,240,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,5,150.0,9999,,1.0,1.0,2.0,1.0,2.0,2.0
8,,8,,8,,240,10.0,,,,,,3.0
5,600.0,8,,7,420.0,300,,2.0,2.0,2.0,2.0,1.0,1.0
8,,8,,8,,240,9.0,,,,,,3.0
1,30.0,2,120.0,7,300.0,420,,2.0,1.0,2.0,1.0,1.0,2.0
2,120.0,8,,7,120.0,360,,2.0,1.0,1.0,1.0,1.0,2.0
8,,8,,8,,120,9.0,,,,,,3.0
8,,8,,8,,9999,1.0,,,,,,3.0
8,,8,,6,360.0,120,,9.0,2.0,2.0,1.0,2.0,2.0
2,120.0,8,,8,,480,,10.0,2.0,2.0,2.0,1.0,3.0
8,,8,,3,60.0,180,,2.0,2.0,2.0,2.0,1.0,3.0
7,1260.0,7,420.0,7,420.0,360,,1.0,1.0,1.0,1.0,1.0,1.0
8,,8,,5,150.0,60,,1.0,2.0,2.0,1.0,2.0,2.0
5,300.0,8,,8,,40,,3.0,2.0,2.0,2.0,1.0,1.0
8,,8,,8,,960,1.0,,,,,,3.0
1,60.0,8,,2,60.0,240,,9.0,1.0,2.0,1.0,2.0,3.0
8,,8,,8,,240,1.0,,,,,,3.0
8,,8,,6,480.0,240,,2.0,2.0,2.0,1.0,1.0,2.0
8,,8,,4,80.0,60,,6.0,1.0,2.0,1.0,2.0,3.0
8,,3,180.0,2,60.0,480,,2.0,1.0,2.0,1.0,1.0,2.0
8,,8,,2,30.0,360,,2.0,2.0,1.0,2.0,2.0,3.0
8,,8,,3,270.0,360,,1.0,2.0,1.0,2.0,1.0,3.0
8,,8,,3,360.0,480,,9.0,2.0,2.0,1.0,2.0,3.0
8,,8,,3,270.0,180,,1.0,1.0,1.0,1.0,1.0,3.0
1,60.0,8,,8,,30,,10.0,1.0,1.0,2.0,2.0,3.0
8,,3,180.0,3,360.0,240,,2.0,2.0,2.0,1.0,1.0,2.0
8,,2,240.0,5,300.0,420,,2.0,1.0,2.0,1.0,2.0,2.0
8,,8,,8,,180,8.0,,,,,,3.0
8,,7,840.0,7,1260.0,180,,9.0,1.0,1.0,1.0,2.0,1.0
8,,8,,5,100.0,180,,1.0,2.0,2.0,2.0,2.0,3.0
8,,3,180.0,1,60.0,180,,10.0,1.0,2.0,1.0,2.0,3.0
1,120.0,8,,8,,240,,2.0,2.0,2.0,2.0,1.0,3.0
8,,4,240.0,8,,60,,2.0,1.0,1.0,2.0,1.0,3.0
8,,8,,7,9999.0,120,,2.0,1.0,2.0,1.0,2.0,
